active_breaks_near_exit,alias_group,alias_key,all_projection_breaks,all_topology_breaks,context_after,context_before,full_text,label,next_char,next_token,orphan_break,paragraph_id,quoted,resume_lexical_offset,row_id,run_end,run_index,run_start,speaker,speech_end_map,text_sha256,wrapper_end,wrapper_start
94,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059#R00,8485c6431927bd5a,94,94, Je repris : «Non ! Et que cela ne soit jamais !»,"À l'instant, Il me dit : «","À l'instant, Il me dit : «Aurais-Tu par hasard cessé de M'aimer et de vivre dans Ma Volonté ?» Je repris : «Non ! Et que cela ne soit jamais !»",Texte — Textes liés à la 21e Heure,J,Je,,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,Aurais-Tu par hasard cessé de M'aimer et de vivre dans Ma Volonté ?,95,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059#R00,93,0,26,JESUS,94,c71e49e81a8b1a1f7087ded1126ff281b1316e043f1cb53041df89b37275bc92,94,93
282,PASSION24.TEXT.RELATED_HOUR_21.BODY.P090#R00,05ded5ff68788f06,282,282," Cela dit, Il disparut.",,"Ô Père, accepte sa souffrance unie à celle que J'ai ressentie sur la Croix quand J'étais complètement abandonné, même par toi. Accorde que la privation de Ma Présence qu'elle ressent soit Lumière et Vie divine pour les âmes et leur procure tout ce que J'ai mérité par Mon abandon !» Cela dit, Il disparut.",Texte — Textes liés à la 21e Heure,C,Cela,,PASSION24.TEXT.RELATED_HOUR_21.BODY.P090,"Ô Père, accepte sa souffrance unie à celle que J'ai ressentie sur la Croix quand J'étais complètement abandonné, même par toi. Accorde que la privation de Ma Présence qu'elle ressent soit Lumière et Vie divine pour les âmes et leur procure tout ce que J'ai mérité par Mon abandon !",283,PASSION24.TEXT.RELATED_HOUR_21.BODY.P090#R00,281,0,0,JESUS,282,fae3803d3cbc836e62fa888d1d869731533612286d450ea372974c9b7d2eba08,282,281
,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065#R00,9fafb4b7d9f4371f,,,",",,"De même que Mon Humanité disloquée et blessée n’avait qu’un seul cri : « J’ai soif »,",Texte — Textes liés à la 22e Heure,",",,,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,De même que Mon Humanité disloquée et blessée n’avait qu’un seul cri : « J’ai soif »,84,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065#R00,84,0,0,JESUS,70|84,579daa54a60c77ff72f03aa2d964b2bb3ea68d792547ce0f550161ee4782705c,84,84
369,PASSION24.TEXT.RELATED_HOUR_24.BODY.P010#R00,e9f3816fd3dade3c,369,369," Une autre fois, Je me plaignais à Jésus en constatant qu'après tant de sacrifices pour écrire ces Heures, très peu d'âmes les font.",Il me dit : «,"Il me dit : «S'ils les font avec Moi dans Ma Volonté, Je leur donnerai aussi une âme pour chaque mot qu'ils réciteront. En fait, l'effet sera petit ou grand suivant la grandeur de leur union avec Moi. En les faisant dans Ma Volonté, la créature se cache en Elle. Comme c'est Ma Volonté qui agit, Je peux produire tous les biens que Je veux, même à travers un seul Mot.» Une autre fois, Je me plaignais à Jésus en constatant qu'après tant de sacrifices pour écrire ces Heures, très peu d'âmes les font.",Texte — Textes liés à la 24e Heure,U,Une,,PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,"S'ils les font avec Moi dans Ma Volonté, Je leur donnerai aussi une âme pour chaque mot qu'ils réciteront. En fait, l'effet sera petit ou grand suivant la grandeur de leur union avec Moi. En les faisant dans Ma Volonté, la créature se cache en Elle. Comme c'est Ma Volonté qui agit, Je peux produire tous les biens que Je veux, même à travers un seul Mot.",370,PASSION24.TEXT.RELATED_HOUR_24.BODY.P010#R00,368,0,13,JESUS,369,f8270e105f0c54897e01300c021b41b1ccd2f8f437049039435001ec38c6ab6b,369,368
217,PASSION24.SECTION.BENEFITS.P116#R00|PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111#R00|PASSION24.TEXT.RELATED_HOUR_24.BODY.P017#R00,acd310e34802ee7a,217,217," Un jour, alors que j'en étais à l'Heure où la céleste Maman participa à l'ensevelissement de Jésus, je me tenais près d'elle pour la consoler.",,"Oh ! comme J'aimerais que, dans chaque ville, il y ait au moins une âme qui fasse les Heures de Ma Passion ! Je M'entendrais ainsi dans chaque ville. Et Ma Justice, si indignée en ces temps, serait en partie apaisée.» Un jour, alors que j'en étais à l'Heure où la céleste Maman participa à l'ensevelissement de Jésus, je me tenais près d'elle pour la consoler.",Texte — Textes liés à la 24e Heure,U,Un,,PASSION24.TEXT.RELATED_HOUR_24.BODY.P017,"Oh ! comme J'aimerais que, dans chaque ville, il y ait au moins une âme qui fasse les Heures de Ma Passion ! Je M'entendrais ainsi dans chaque ville. Et Ma Justice, si indignée en ces temps, serait en partie apaisée.",218,PASSION24.TEXT.RELATED_HOUR_24.BODY.P017#R00,216,0,0,JESUS,217,b3ed347dba153e5287b4f32298a8692059f6ee73c490cfff16865f542ff705eb,217,216
218,PASSION24.TEXT.RELATED_HOUR_24.BODY.P022#R00,fffac29f0d9113d9,218,218, Et Il me murmura tout ce que sa douce Maman fit et souffrit durant cette Heure.,"ère comme une mère. Ensuite, Il m'embrassa et me dit avec une grande douceur : «","Quant à Moi, Je ressens sa tendresse maternelle, son amour, et toute la gloire qu'elle Me donnait. De plus, Je Te considère comme une mère. Ensuite, Il m'embrassa et me dit avec une grande douceur : «Ma maman, maman !» Et Il me murmura tout ce que sa douce Maman fit et souffrit durant cette Heure.",Texte — Textes liés à la 24e Heure,E,Et,,PASSION24.TEXT.RELATED_HOUR_24.BODY.P022,"Ma maman, maman !",219,PASSION24.TEXT.RELATED_HOUR_24.BODY.P022#R00,217,0,200,JESUS,218,eeb0a08a26255af4a997b65f5037e53c05636623c99e429ca3596565c2e2471b,218,217
,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009#R00,1f6cb2e9aebdff56,,,.,,"En voyant que plusieurs allaient passer outre à ce désir, dans un profond chagrin, J'ai crié «Sitio !».",Texte — Tome 9 — 4 juillet 1910 — Agonie au Jardin et Agonie sur la Croix,.,,,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,"En voyant que plusieurs allaient passer outre à ce désir, dans un profond chagrin, J'ai crié «Sitio !»",102,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009#R00,102,0,0,JESUS,92|102,f7f5f495664f94bb91d42cc59e75f26d588968abeb5b4106fedb16b8185e52c2,102,102
78,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P057#B78,113b1cfd71263999,78,78,"Il est à la fois ancien et nouveau.""","Oh ! Combien la Création exalte de façon admirable ce dicton Me concernant : ""","Oh ! Combien la Création exalte de façon admirable ce dicton Me concernant : ""Il est à la fois ancien et nouveau.""",Texte — Les douleurs et souffrances de Marie Très Sainte,I,,True,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P057,,78,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P057#B78,,,,,78,11fadb1c9becbd9fd8f76160ceeffaa2929af280bbbf6f0b916618ff8166a354,,
40,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P100#B40,0c9de51fa6eb5b81,40,40,"Maman, veux-Tu faire ceci ? Veux-Tu souffrir cette peine ?""","Et Je Lui demandais alors sans cesse : ""","Et Je Lui demandais alors sans cesse : ""Maman, veux-Tu faire ceci ? Veux-Tu souffrir cette peine ?""",Texte — Les douleurs et souffrances de Marie Très Sainte,M,,True,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P100,,40,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P100#B40,,,,,40,855d46aaedc6eb18b2697774946e7879c4a2991e7e1568a6895a17b329d2c88a,,
317,PASSION24.TEXT.RELATED_HOUR_01.BODY.P047#B317,b8fea56b62033e76,317,317,»,"ue toutes les créatures Me doivent, et apporte toutes ces bénédictions à Mon Cœur tendre et blessé.""","Au lieu de Me bénir en retour, elles M'offensent et Me maudissent. Pour cette raison, Ma fille, entre dans Ma Volonté et prends ton essor sur les ailes de toutes les choses créées, scelle les toutes des bénédictions que toutes les créatures Me doivent, et apporte toutes ces bénédictions à Mon Cœur tendre et blessé.""»",Texte — Textes liés à la 1e Heure,»,,True,PASSION24.TEXT.RELATED_HOUR_01.BODY.P047,,317,PASSION24.TEXT.RELATED_HOUR_01.BODY.P047#B317,,,,,317,07637a43ae3504ce9f3b84b5787946729fd33f34d85ca691a31534576e681c6e,,
69,PASSION24.TEXT.RELATED_HOUR_06.BODY.P011#B69,a1e660f5a262e4d0,69,69, «,"Ainsi, de toutes les choses, J'entendrai l'écho de la Divine Volonté.","Ainsi, de toutes les choses, J'entendrai l'écho de la Divine Volonté. «",Texte — Textes liés à la 6e Heure, ,,True,PASSION24.TEXT.RELATED_HOUR_06.BODY.P011,,69,PASSION24.TEXT.RELATED_HOUR_06.BODY.P011#B69,,,,,69,df3bce6bc5fa308672f83c9482ee095481e57ba5a4d46bc4947c426127183721,,
162,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013#B162,256e12365265a63d,162,162,»,"églises, Je te dis : ""N'es-Tu pas Ma vraie prison d'Amour ? Cherche-Moi dans ton cœur et aime-Moi !""","Quand Je te vois à Ma recherche à travers les tabernacles des églises, Je te dis : ""N'es-Tu pas Ma vraie prison d'Amour ? Cherche-Moi dans ton cœur et aime-Moi !""»",Texte — Textes liés à la 13e Heure,»,,True,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,,162,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013#B162,,,,,162,850228d7801c4357cbd34d667ad142e7fd34f9379bdec35cb28caba81e16fc35,,
67,PASSION24.TEXT.RELATED_HOUR_22.BODY.P066#B67,6a5889a4f54c78a6,67,67, «,"Lorsque la créature marche, Je crie à ses pas, la bouche brûlante :","Lorsque la créature marche, Je crie à ses pas, la bouche brûlante : «",Texte — Textes liés à la 22e Heure, ,,True,PASSION24.TEXT.RELATED_HOUR_22.BODY.P066,,67,PASSION24.TEXT.RELATED_HOUR_22.BODY.P066#B67,,,,,67,5285761b107072dc1ecfc0e41a0deeb465eece6b97905d87d88be332cb90e4bd,,
153,PASSION24.TEXT.RELATED_HOUR_22.BODY.P076#B153,fa29fc996c5bbf78,153,153, «,e que J’ai fait et dit dans Ma Volonté qui est toujours dans l’acte de dire à Ma douloureuse Maman :,"Ce n’est pas seulement Mon « J’ai soif », mais tout ce que J’ai fait et dit dans Ma Volonté qui est toujours dans l’acte de dire à Ma douloureuse Maman : «",Texte — Textes liés à la 22e Heure, ,,True,PASSION24.TEXT.RELATED_HOUR_22.BODY.P076,,153,PASSION24.TEXT.RELATED_HOUR_22.BODY.P076#B153,,,,,26|153,ddcd98c1466f027347ba2b693a18e39a1c7b6bfb09cb50afea707af63fa217aa,,
